特征,相关性,绝对相关性
小时_sin,-0.15119597227467121,0.15119597227467121
小时,0.13588203963753342,0.13588203963753342
月份,-0.08000543944725555,0.08000543944725555
月份_sin,0.0689745769149795,0.0689745769149795
气象_surface_pressure (hPa),0.05290776637874958,0.05290776637874958
引火源_烟花,0.051243037575329754,0.051243037575329754
气象_temperature_2m (°C),-0.050684820984781075,0.050684820984781075
起火物类型_花草,0.04356496531490729,0.04356496531490729
月份_cos,0.043322893692535815,0.043322893692535815
起火物类型_其他用电器具,-0.03720344526391836,0.03720344526391836
引火源_电器,0.033241225388299,0.033241225388299
引火源_烟头,0.03291720697159906,0.03291720697159906
起火物类型_植物,0.03259792883777293,0.03259792883777293
起火位置_居住场所,0.029524973545626422,0.029524973545626422
起火物_杂草,0.027551723435060627,0.027551723435060627
起火物类型_电器,-0.027157034515051293,0.027157034515051293
起火物类型_垃圾等废弃资源,0.02702926731025208,0.02702926731025208
起火物类型_生活垃圾,0.02614953473431601,0.02614953473431601
起火物类型_树木、灌木,0.022239877850003895,0.022239877850003895
气象_winddirection_100m (°),-0.02152151129476458,0.02152151129476458
引火源_遗留火种,0.020235470626161142,0.020235470626161142
气象_windspeed_10m (m/s),0.019482365597810872,0.019482365597810872
气象_windgusts_10m (m/s),0.019221609203613866,0.019221609203613866
起火物类型_未知,-0.01876860422707676,0.01876860422707676
引火源_明火,0.01829852562613604,0.01829852562613604
气象_winddirection_10m (°),-0.018242724892823442,0.018242724892823442
气象_precipitation (mm),-0.018108201022167605,0.018108201022167605
引火源_火,0.017380822085858182,0.017380822085858182
小时_cos,-0.0165018803597469,0.0165018803597469
气象_windspeed_100m (m/s),0.015816014193725244,0.015816014193725244
起火位置_厨房,0.015172950253477107,0.015172950253477107
起火位置_辅助功能及其他区域,0.01514442377884605,0.01514442377884605
引火源_油脂油污,0.014090621915293857,0.014090621915293857
起火位置_阳台,0.013859804929406803,0.013859804929406803
引火源_外来火源,0.013798602696553449,0.013798602696553449
起火位置_屋顶平台,0.013197694090085726,0.013197694090085726
起火物类型_厨卫电器,0.013070162709694178,0.013070162709694178
起火物_树木,0.012014682755683114,0.012014682755683114
气象_relativehumidity_2m (%),-0.011914110228104392,0.011914110228104392
引火源_爆竹,0.011908360770582464,0.011908360770582464
引火源_电线,0.011328205287856115,0.011328205287856115
起火物类型_炊器具（非电器）,0.010965131221313191,0.010965131221313191
起火物_垃圾,0.010386017035589971,0.010386017035589971
起火物类型_木质家具及制品,0.01004732353995324,0.01004732353995324
起火物_花草,0.009677650026730844,0.009677650026730844
引火源_油烟机,0.00960143107973154,0.00960143107973154
起火位置_客厅、餐厅,0.009454208420349103,0.009454208420349103
引火源_燃放烟花爆竹遗留火种,0.009223875848051358,0.009223875848051358
引火源_燃气炉具,0.009223875848051344,0.009223875848051344
引火源_燃放烟花,0.009223875848051318,0.009223875848051318
引火源_电灯,0.009223875848051314,0.009223875848051314
起火物_外来火源,0.00922387584805131,0.00922387584805131
引火源_干锅,0.009223875848051288,0.009223875848051288
引火源_自燃,0.009094316456909963,0.009094316456909963
引火源_烟花爆竹,0.008693278442390366,0.008693278442390366
引火源_燃放烟花爆竹,0.00869143489909276,0.00869143489909276
起火物类型_塑料及其制品,-0.008542354359981486,0.008542354359981486
起火物类型_烟花爆竹,0.008535115020306261,0.008535115020306261
起火物_烟花爆竹,0.008535115020306253,0.008535115020306253
起火物类型_炉具,0.008461989617960365,0.008461989617960365
引火源_火机,0.008371487649443666,0.008371487649443666
起火物类型_锅具,0.008148197576018971,0.008148197576018971
起火物_电池,-0.008058498102948312,0.008058498102948312
起火物类型_竹、藤、棕、草家具及制品,-0.007976384901057443,0.007976384901057443
起火物_生活垃圾,0.007828957368147434,0.007828957368147434
起火物类型_电线电缆,0.007728134230057602,0.007728134230057602
起火物类型_传输线路,0.007694231732769551,0.007694231732769551
引火源_用火不慎,0.00768925788477083,0.00768925788477083
引火源_电火,0.007531140324856173,0.007531140324856173
引火源_火柴,0.007531140324856167,0.007531140324856167
引火源_火药,0.007531140324856165,0.007531140324856165
起火物_绿植,0.007531140324856163,0.007531140324856163
起火位置_员工临时休息住宿区,0.007531140324856162,0.007531140324856162
起火物_室外垃圾箱,0.007531140324856161,0.007531140324856161
引火源_煤气,0.007531140324856161,0.007531140324856161
起火物_户外植被,0.00753114032485616,0.00753114032485616
起火物_床及衣物,0.00753114032485616,0.00753114032485616
起火物_木凳,0.007531140324856159,0.007531140324856159
引火源_路灯线路,0.007531140324856158,0.007531140324856158
引火源_小孩燃放烟花爆竹引发火灾,0.007531140324856157,0.007531140324856157
引火源_发动机排气管,0.007531140324856157,0.007531140324856157
起火物_回收机,0.007531140324856156,0.007531140324856156
引火源_大灯,0.007531140324856156,0.007531140324856156
起火物_野草,0.007531140324856155,0.007531140324856155
引火源_小孩玩火,0.0075311403248561545,0.0075311403248561545
起火位置_垃圾井,0.0075311403248561545,0.0075311403248561545
起火物_垃圾堆垃圾,0.007531140324856153,0.007531140324856153
起火位置_室外活动场地,0.00753114032485615,0.00753114032485615
引火源_燃气炉,0.0075311403248561485,0.0075311403248561485
引火源_室外电缆,0.007531140324856133,0.007531140324856133
引火源_树木,0.007531140324856129,0.007531140324856129
起火物类型_燃油（含油电混动）,0.007265295423761082,0.007265295423761082
起火物类型_其他废弃资源,0.007085306113785209,0.007085306113785209
起火物_棉被,0.006993644877467279,0.006993644877467279
起火位置_卧室,0.006978784436168128,0.006978784436168128
起火物_两轮电动自行车,0.006968437729052337,0.006968437729052337
起火物类型_易于自燃的物质,0.006968437729052316,0.006968437729052316
起火物类型_轻工业品,-0.006908026870637549,0.006908026870637549
引火源_锅,0.006833332898676901,0.006833332898676901
引火源_小汽车,0.006788683592760202,0.006788683592760202
起火位置_室外游乐、景观区,0.006788683592760177,0.006788683592760177
起火物_汽车发动机,0.006788683592760168,0.006788683592760168
起火物类型_易燃固体、自反应物质和固态退敏爆炸品,-0.006648025431301873,0.006648025431301873
引火源_蜡烛,0.006502146849002126,0.006502146849002126
引火源_插排,0.006502146849002118,0.006502146849002118
引火源_火星,0.00650214684900211,0.00650214684900211
起火位置_动力机舱,0.00627735333487595,0.00627735333487595
起火物类型_办公、通信、网络类,0.006257349717389661,0.006257349717389661
起火物类型_灶具,0.0062026414853225235,0.0062026414853225235
起火位置_走廊,0.006181379632947776,0.006181379632947776
起火位置_楼梯间,0.006020391588083138,0.006020391588083138
起火位置_拆迁工地,0.005980977504184407,0.005980977504184407
起火位置_汽车,0.005941816783151622,0.005941816783151622
起火物类型_乘用车,0.005895101802386063,0.005895101802386063
起火位置_厨房、操作区,0.005837463068609517,0.005837463068609517
引火源_电,0.005783718401843244,0.005783718401843244
起火物_轮胎,-0.005595767840793925,0.005595767840793925
起火物类型_工业设备、电器设备,0.005566926747667047,0.005566926747667047
起火位置_用餐区,-0.0054991546753249245,0.0054991546753249245
起火物类型_爆炸品,0.005455017688330808,0.005455017688330808
起火物_纸质杂物,0.005436505842581059,0.005436505842581059
引火源_水箱,0.005436505842581019,0.005436505842581019
起火物_电动自行车,-0.005395502262890876,0.005395502262890876
起火物类型_易燃固体、易于自燃的物质、遇水放出易燃气体的物质,-0.005379729602926097,0.005379729602926097
起火物类型_软体家具及制品,0.005356236460534135,0.005356236460534135
起火物_电动自行车电池,-0.005341774456411443,0.005341774456411443
起火物_垃圾和杂草,0.005325233587947541,0.005325233587947541
引火源_烟囱,0.005325233587947541,0.005325233587947541
引火源_高压电线输出设备,0.005325233587947541,0.005325233587947541
起火物_油烟机电线,0.005325233587947541,0.005325233587947541
引火源_油锅高温,0.005325233587947541,0.005325233587947541
引火源_轮胎刹车烧胎,0.00532523358794754,0.00532523358794754
引火源_垃圾堆,0.00532523358794754,0.00532523358794754
引火源_孔明灯,0.00532523358794754,0.00532523358794754
引火源_电引火源,0.00532523358794754,0.00532523358794754
引火源_餐饮车,0.00532523358794754,0.00532523358794754
起火物_电气线路短路,0.00532523358794754,0.00532523358794754
引火源_厨房电器设备,0.00532523358794754,0.00532523358794754
引火源_打印机,0.00532523358794754,0.00532523358794754
起火物_塑料垫,0.00532523358794754,0.00532523358794754
引火源_电路线路,0.00532523358794754,0.00532523358794754
引火源_火炉,0.00532523358794754,0.00532523358794754
起火物_电动身行车,0.00532523358794754,0.00532523358794754
引火源_电闸电线,0.00532523358794754,0.00532523358794754
起火物_调制器脉冲触发单元器件,0.00532523358794754,0.00532523358794754
起火物_新能源车辆,0.00532523358794754,0.00532523358794754
起火位置_放射区、检验区,0.00532523358794754,0.00532523358794754
引火源_电火火,0.00532523358794754,0.00532523358794754
起火物_一次性筷子,0.00532523358794754,0.00532523358794754
起火物_垃圾废纸,0.00532523358794754,0.00532523358794754
引火源_插片,0.00532523358794754,0.00532523358794754
起火物_信号塔,0.00532523358794754,0.00532523358794754
引火源_电池故障引发火灾,0.005325233587947539,0.005325233587947539
起火物_电池、电线、木床架,0.005325233587947539,0.005325233587947539
引火源_烟花爆炸,0.005325233587947534,0.005325233587947534
引火源_加热后阴燃,0.005325233587947534,0.005325233587947534
起火物_干燥箱,0.005325233587947534,0.005325233587947534
起火物_小灯箱,0.005325233587947534,0.005325233587947534
引火源_小灯箱,0.005325233587947534,0.005325233587947534
引火源_卡兹炉气瓶故障引起,0.005325233587947534,0.005325233587947534
起火物_卡兹炉,0.005325233587947534,0.005325233587947534
引火源_飞火,0.005325233587947534,0.005325233587947534
起火物_CNC加工设备,0.005325233587947534,0.005325233587947534
起火物_uv烘烤机,0.005325233587947534,0.005325233587947534
引火源_灯具线路,0.005325233587947534,0.005325233587947534
引火源_气割,0.005325233587947534,0.005325233587947534
起火物_热敷包,0.005325233587947534,0.005325233587947534
起火物_烧烤炉具,0.005325233587947534,0.005325233587947534
引火源_电器短路,0.005325233587947534,0.005325233587947534
起火物_泡沫夹芯板,0.005325233587947534,0.005325233587947534
引火源_灯泡热熔渣,0.005325233587947533,0.005325233587947533
引火源_电水壶,0.005325233587947533,0.005325233587947533
引火源_电线故障电线短路,0.005325233587947533,0.005325233587947533
引火源_水泵机电气线路,0.005325233587947533,0.005325233587947533
起火物_水泵机电气线路,0.005325233587947533,0.005325233587947533
起火物_氧化车间灯管,0.005325233587947533,0.005325233587947533
起火位置_药品库房、制剂室,0.005325233587947533,0.005325233587947533
起火位置_站房,0.005325233587947533,0.005325233587947533
起火位置_观众席,0.005325233587947533,0.005325233587947533
起火物_被子衣物手机等个人物品,0.005325233587947533,0.005325233587947533
起火物_清洁用品,0.005325233587947533,0.005325233587947533
起火物_热敷包（滚包）,0.005325233587947533,0.005325233587947533
起火物_餐桌,0.005325233587947533,0.005325233587947533
起火物_电动车、轮胎、杂物,0.005325233587947533,0.005325233587947533
起火物_树干，树枝,0.005325233587947533,0.005325233587947533
起火物_PVC、PPH、PPR、PP等塑料管道材料及包装,0.005325233587947533,0.005325233587947533
引火源_电线排插,0.005325233587947533,0.005325233587947533
引火源_清洁剂,0.005325233587947533,0.005325233587947533
起火物_纸皮回收箱,0.005325233587947533,0.005325233587947533
起火物_鞋和书本,0.005325233587947533,0.005325233587947533
引火源_动力机舱,0.005325233587947533,0.005325233587947533
起火物_塑料以及纸制品,0.005325233587947533,0.005325233587947533
起火物_电气元器件线路,0.005325233587947533,0.005325233587947533
引火源_线路过载,0.005325233587947533,0.005325233587947533
起火物_空地杂草,0.005325233587947533,0.005325233587947533
引火源_食品油,0.005325233587947533,0.005325233587947533
起火物_三轮自行车,0.005325233587947533,0.005325233587947533
起火物_木制家具,0.005325233587947533,0.005325233587947533
起火物_遮雨棚,0.005325233587947533,0.005325233587947533
起火物_uv光解设备,0.005325233587947533,0.005325233587947533
引火源_燃气热水器,0.005325233587947533,0.005325233587947533
起火物_衣物、桌子,0.005325233587947533,0.005325233587947533
起火物_抽屉开关,0.005325233587947533,0.005325233587947533
引火源_电视机柜,0.005325233587947533,0.005325233587947533
引火源_冷却液,0.005325233587947533,0.005325233587947533
引火源_冰箱线路,0.005325233587947533,0.005325233587947533
起火物_衣服、毛巾,0.005325233587947533,0.005325233587947533
起火物_配电开关,0.005325233587947533,0.005325233587947533
起火物_保温箱,0.005325233587947533,0.005325233587947533
起火物_保温层泡沫,0.005325233587947533,0.005325233587947533
引火源_木板模具,0.005325233587947533,0.005325233587947533
起火物_苗圃,0.005325233587947533,0.005325233587947533
引火源_抽屉开关,0.005325233587947533,0.005325233587947533
起火物_头盔,0.005325233587947533,0.005325233587947533
引火源_微波炉加热后内部阴燃,0.005325233587947533,0.005325233587947533
引火源_电动车电气线路故障,0.005325233587947533,0.005325233587947533
起火物_焗炉,0.005325233587947533,0.005325233587947533
起火物_蒸箱,0.005325233587947533,0.005325233587947533
引火源_衣服,0.005325233587947533,0.005325233587947533
起火物_电线管道,0.005325233587947533,0.005325233587947533
起火物_电饭煲和杂物,0.005325233587947533,0.005325233587947533
起火物_广告牌电线,0.005325233587947533,0.005325233587947533
起火物_广告布,0.005325233587947533,0.005325233587947533
起火物_广东省深圳市宝安区松明大道与红星大道交汇处红绿灯,0.005325233587947533,0.005325233587947533
起火物_床单及其他杂物,0.005325233587947533,0.005325233587947533
起火物_电视机柜,0.005325233587947533,0.005325233587947533
起火物_镭射灯,0.005325233587947533,0.005325233587947533
引火源_蚊香片,0.005325233587947533,0.005325233587947533
起火物_塑料废品,0.005325233587947533,0.005325233587947533
引火源_蓄电池冒烟,0.005325233587947533,0.005325233587947533
起火物_阳台垃圾、衣服,0.005325233587947533,0.005325233587947533
起火物_阳台衣服,0.005325233587947533,0.005325233587947533
起火物_屋顶平台,0.005325233587947533,0.005325233587947533
起火物_汽车电缆线,0.005325233587947533,0.005325233587947533
起火物_电蒸炉,0.005325233587947533,0.005325233587947533
引火源_烧荒,0.005325233587947533,0.005325233587947533
起火物_轮胎、杂物,0.005325233587947533,0.005325233587947533
引火源_室内电线,0.005325233587947533,0.005325233587947533
起火物_小型汽车,0.005325233587947533,0.005325233587947533
起火物_沙发、衣服等杂物,0.005325233587947533,0.005325233587947533
引火源_电池组,0.005325233587947533,0.005325233587947533
引火源_电插座,0.005325233587947533,0.005325233587947533
引火源_电容自燃,0.005325233587947533,0.005325233587947533
起火位置_加油加气站、充换电站,0.005325233587947533,0.005325233587947533
起火物_烘烤箱,0.005325233587947532,0.005325233587947532
起火物_驾驶室坐垫,0.005325233587947532,0.005325233587947532
起火物_驾驶室座垫,0.005325233587947532,0.005325233587947532
起火物_烟花残骸,0.005325233587947532,0.005325233587947532
起火物_轮胎轴承处,0.005325233587947532,0.005325233587947532
起火物_装饰植物,0.005325233587947532,0.005325233587947532
起火物_装饰灯线路,0.005325233587947532,0.005325233587947532
引火源_天然气加热,0.005325233587947532,0.005325233587947532
引火源_室外架空电线,0.005325233587947532,0.005325233587947532
引火源_夜灯,0.005325233587947532,0.005325233587947532
起火物_装饰板,0.005325233587947532,0.005325233587947532
引火源_设备操作不当,0.005325233587947532,0.005325233587947532
起火物_熨斗,0.005325233587947532,0.005325233587947532
引火源_烧香,0.005325233587947532,0.005325233587947532
引火源_烧香遗留火种,0.005325233587947532,0.005325233587947532
起火物_照相机电池,0.005325233587947532,0.005325233587947532
起火物_广告墙纸,0.005325233587947532,0.005325233587947532
引火源_发电柜电线短路引起,0.005325233587947532,0.005325233587947532
起火物_室外发电柜,0.005325233587947532,0.005325233587947532
起火物_夜灯,0.005325233587947532,0.005325233587947532
引火源_废弃电池,0.005325233587947532,0.005325233587947532
起火物_监控台,0.005325233587947532,0.005325233587947532
起火物_天台杂物,0.005325233587947532,0.005325233587947532
起火物_空压机电池,0.005325233587947532,0.005325233587947532
引火源_户外移动电源,0.005325233587947532,0.005325233587947532
引火源_快递面单,0.005325233587947532,0.005325233587947532
引火源_排风系统线路控制模块,0.005325233587947532,0.005325233587947532
引火源_装饰灯线路,0.005325233587947532,0.005325233587947532
起火物_锅子,0.005325233587947532,0.005325233587947532
引火源_线路过热,0.005325233587947532,0.005325233587947532
引火源_蚊香灰,0.005325233587947532,0.005325233587947532
起火物_垃圾袋,0.005325233587947532,0.005325233587947532
引火源_蚊香液,0.005325233587947532,0.005325233587947532
引火源_摩擦高温,0.005325233587947532,0.005325233587947532
起火物_刀闸,0.005325233587947532,0.005325233587947532
引火源_刹车片摩擦过热,0.005325233587947532,0.005325233587947532
起火物_废水处理设备,0.005325233587947532,0.005325233587947532
引火源_压机温度过高,0.005325233587947532,0.005325233587947532
引火源_燃放烟花爆竹引起火灾,0.005325233587947532,0.005325233587947532
引火源_未熄灭火源,0.005325233587947532,0.005325233587947532
引火源_冰箱开关,0.005325233587947532,0.005325233587947532
起火物_排气管道,0.005325233587947532,0.005325233587947532
起火物_控制柜电线,0.005325233587947532,0.005325233587947532
起火物_电动车模块线路,0.005325233587947532,0.005325233587947532
起火物_花洒头,0.005325233587947532,0.005325233587947532
起火物_纸皮、塑料制品等垃圾,0.005325233587947532,0.005325233587947532
起火物_纸皮、床垫,0.005325233587947532,0.005325233587947532
引火源_空压机电池,0.005325233587947532,0.005325233587947532
引火源_烟火,0.005325233587947532,0.005325233587947532
引火源_烟花火星,0.005325233587947532,0.005325233587947532
起火物_粤B2Z2V0汽车,0.005325233587947532,0.005325233587947532
起火物_压机油炉管道,0.005325233587947532,0.005325233587947532
起火物_车漆遮挡摸,0.005325233587947532,0.005325233587947532
引火源_吸尘器,0.005325233587947532,0.005325233587947532
起火物_废旧纸皮垃圾,0.005325233587947532,0.005325233587947532
起火物_废弃沙发,0.005325233587947532,0.005325233587947532
起火物_手持燃气喷枪,0.005325233587947532,0.005325233587947532
起火物_电梯外呼板,0.005325233587947532,0.005325233587947532
引火源_烟花爆竹遗留火种,0.005325233587947532,0.005325233587947532
引火源_配电柜,0.005325233587947532,0.005325233587947532
引火源_烤漆灯具,0.005325233587947532,0.005325233587947532
引火源_烧泡沫,0.005325233587947532,0.005325233587947532
起火物_草地垃圾,0.005325233587947532,0.005325233587947532
起火物_木板、杂物,0.005325233587947532,0.005325233587947532
起火物_汽车车头,0.005325233587947532,0.005325233587947532
起火位置_锅炉舱,0.005325233587947532,0.005325233587947532
引火源_残留火源,0.005325233587947532,0.005325233587947532
起火物_树木着火,0.005325233587947532,0.005325233587947532
起火物_楼顶室外草坪,0.005325233587947532,0.005325233587947532
起火物_燃车,0.005325233587947532,0.005325233587947532
起火物_树木、枯叶,0.005325233587947532,0.005325233587947532
起火物_被褥、家具,0.005325233587947532,0.005325233587947532
引火源_电视,0.005325233587947532,0.005325233587947532
引火源_电线短路引起的电火,0.005325233587947532,0.005325233587947532
起火物_炒菜锅,0.005325233587947532,0.005325233587947532
引火源_三元催化器,0.005325233587947532,0.005325233587947532
起火物_现场烧毁垃圾,0.005325233587947532,0.005325233587947532
引火源_电线老化短路,0.005325233587947532,0.005325233587947532
引火源_电焊引燃,0.005325233587947532,0.005325233587947532
引火源_液化气,0.005325233587947532,0.005325233587947532
起火物_烤漆房排风系统线路控制模块,0.005325233587947532,0.005325233587947532
起火物_烤肠机,0.005325233587947532,0.005325233587947532
起火物_泡棉垫、木材,0.005325233587947532,0.005325233587947532
起火物_枯枝杂草,0.005325233587947532,0.005325233587947532
引火源_也很好,0.005325233587947532,0.005325233587947532
引火源_便携式煤气罐,0.005325233587947532,0.005325233587947532
引火源_电表短路,0.005325233587947532,0.005325233587947532
引火源_现场烧毁垃圾,0.005325233587947532,0.005325233587947532
引火源_燃油小汽车,0.005325233587947532,0.005325233587947532
起火物_衣物、纸板、衣柜等杂物,0.005325233587947532,0.005325233587947532
起火物_下水道,0.005325233587947532,0.005325233587947532
起火物_保鲜柜,0.005325233587947532,0.005325233587947532
起火物_遗留火种,0.005325233587947532,0.005325233587947532
引火源_明火、火星,0.005325233587947532,0.005325233587947532
引火源_暖风机,0.005325233587947532,0.005325233587947532
起火物_衣服、床单,0.005325233587947532,0.005325233587947532
引火源_现场烧毁杂草,0.005325233587947532,0.005325233587947532
起火物_草皮,0.005325233587947531,0.005325233587947531
引火源_弱电线,0.005325233587947531,0.005325233587947531
引火源_垃圾自燃,0.005325233587947531,0.005325233587947531
引火源_地下电缆,0.005325233587947531,0.005325233587947531
起火物_天然气热水器,0.005325233587947531,0.005325233587947531
起火物_工业九路四海小区,0.005325233587947531,0.005325233587947531
起火物_干花,0.005325233587947531,0.005325233587947531
起火物_电线绝缘层,0.005325233587947531,0.005325233587947531
起火物_屋顶杂草,0.005325233587947531,0.005325233587947531
起火物_蜡烛灯,0.005325233587947531,0.005325233587947531
起火物_室外垃圾、树叶,0.005325233587947531,0.005325233587947531
起火物_路边防撞桶,0.005325233587947531,0.005325233587947531
引火源_唱机音响故障,0.005325233587947531,0.005325233587947531
起火物_工业塑料垃圾,0.005325233587947531,0.005325233587947531
引火源_角磨机,0.005325233587947531,0.005325233587947531
起火物_角磨机,0.005325233587947531,0.005325233587947531
引火源_电动车充电器,0.005325233587947531,0.005325233587947531
起火物_设备油管,0.005325233587947531,0.005325233587947531
引火源_电器设备故障,0.005325233587947531,0.005325233587947531
引火源_电机马达,0.005325233587947531,0.005325233587947531
引火源_设备电池,0.005325233587947531,0.005325233587947531
起火物_家具及杂物,0.005325233587947531,0.005325233587947531
起火物_油墨罐,0.005325233587947531,0.005325233587947531
引火源_设备,0.005325233587947531,0.005325233587947531
起火物_油浸式变压器的变压油,0.005325233587947531,0.005325233587947531
起火物_沙发、床垫,0.005325233587947531,0.005325233587947531
起火物_电热水杯,0.005325233587947531,0.005325233587947531
起火物_电线、电箱,0.005325233587947531,0.005325233587947531
引火源_艾柱,0.005325233587947531,0.005325233587947531
起火物_帆布、杂物,0.005325233587947531,0.005325233587947531
引火源_纺织品,0.005325233587947531,0.005325233587947531
引火源_烟花遗留火种,0.005325233587947531,0.005325233587947531
起火物_交换机电箱,0.005325233587947531,0.005325233587947531
引火源_化学火源,0.005325233587947531,0.005325233587947531
起火物_卡磁瓦斯气瓶,0.005325233587947531,0.005325233587947531
引火源_机床加工铣刀,0.005325233587947531,0.005325233587947531
起火物_报废汽车,0.005325233587947531,0.005325233587947531
引火源_控制器,0.005325233587947531,0.005325233587947531
起火物_纸皮、衣服,0.005325233587947531,0.005325233587947531
起火物_纸皮及杂物,0.005325233587947531,0.005325233587947531
引火源_刹车片摩擦,0.005325233587947531,0.005325233587947531
起火物_鞭炮,0.005325233587947531,0.005325233587947531
起火物_电机马达,0.005325233587947531,0.005325233587947531
起火物_手电,0.005325233587947531,0.005325233587947531
起火物_电暖炉,0.005325233587947531,0.005325233587947531
起火物_电梯线路板,0.005325233587947531,0.005325233587947531
起火物_电油锅,0.005325233587947531,0.005325233587947531
起火物_废弃衣服、鞋子,0.005325233587947531,0.005325233587947531
起火物_废旧建筑材料,0.005325233587947531,0.005325233587947531
起火物_废旧电器,0.005325233587947531,0.005325233587947531
起火物_电炸锅,0.005325233587947531,0.005325233587947531
起火物_垃圾、塑料,0.005325233587947531,0.005325233587947531
起火物_空气水循环管道,0.005325233587947531,0.005325233587947531
引火源_自热引起,0.005325233587947531,0.005325233587947531
引火源_顶棚的埋设线路,0.005325233587947531,0.005325233587947531
引火源_抽油烟机线路,0.005325233587947531,0.005325233587947531
起火物_厨房,0.005325233587947531,0.005325233587947531
起火物_半挂车,0.005325233587947531,0.005325233587947531
起火物_吊顶（顶棚）,0.005325233587947531,0.005325233587947531
起火物_右前灯,0.005325233587947531,0.005325233587947531
起火物_唱机音响,0.005325233587947531,0.005325233587947531
起火物_纸质制品,0.005325233587947531,0.005325233587947531
起火物_普通自行车,0.005325233587947531,0.005325233587947531
起火物_机油燃烧排放,0.005325233587947531,0.005325233587947531
起火物_杀虫剂,0.005325233587947531,0.005325233587947531
引火源_乙炔切割作业,0.005325233587947531,0.005325233587947531
起火物_洗碗机,0.005325233587947531,0.005325233587947531
引火源_灯带线路,0.005325233587947531,0.005325233587947531
起火物_电器开关,0.005325233587947531,0.005325233587947531
起火物_泡沫保温箱,0.005325233587947531,0.005325233587947531
起火物_排插转接头,0.005325233587947531,0.005325233587947531
起火物_快递包裹,0.005325233587947531,0.005325233587947531
引火源_纸,0.005325233587947531,0.005325233587947531
起火物_绿化带植被,0.005325233587947531,0.005325233587947531
引火源_燃油车散热装置,0.005325233587947531,0.005325233587947531
起火物_维修设备（手电钻）电池,0.005325233587947531,0.005325233587947531
引火源_燃气炉灶,0.005325233587947531,0.005325233587947531
引火源_燃气炉具使用不当,0.005325233587947531,0.005325233587947531
起火物_儿童玩具车,0.005325233587947531,0.005325233587947531
引火源_电焊滴落物,0.005325233587947531,0.005325233587947531
起火物类型_农药,0.005325233587947531,0.005325233587947531
引火源_漏电保护开关,0.005325233587947531,0.005325233587947531
引火源_充电宝、火机、衣物等,0.005325233587947531,0.005325233587947531
引火源_电表线路,0.005325233587947531,0.005325233587947531
起火物_植物、废弃物,0.005325233587947531,0.005325233587947531
引火源_电烤箱过热,0.005325233587947531,0.005325233587947531
起火物_水电解氢设备,0.005325233587947531,0.005325233587947531
起火物_氨氮处理器,0.005325233587947531,0.005325233587947531
引火源_氨氮处理器,0.005325233587947531,0.005325233587947531
起火物_轿车座椅,0.005325233587947531,0.005325233587947531
引火源_润滑油,0.005325233587947531,0.005325233587947531
引火源_灯泡线路,0.005325233587947531,0.005325233587947531
起火物_设备电池,0.005325233587947531,0.005325233587947531
起火物_灯带线路,0.005325233587947531,0.005325233587947531
起火物_综合治疗机,0.0053252335879475305,0.0053252335879475305
起火物_两轮电动车,0.0053252335879475305,0.0053252335879475305
起火物_书桌、书柜,0.0053252335879475305,0.0053252335879475305
引火源_掉落火种,0.0053252335879475305,0.0053252335879475305
起火物_包装盒,0.0053252335879475305,0.0053252335879475305
起火物_冷凝塔,0.0053252335879475305,0.0053252335879475305
起火物_垃圾及纸皮,0.0053252335879475305,0.0053252335879475305
起火物_纸制、塑料制品,0.0053252335879475305,0.0053252335879475305
起火物_烟囱管道,0.0053252335879475305,0.0053252335879475305
起火物_塑料玩具,0.0053252335879475305,0.0053252335879475305
引火源_废弃资源,0.0053252335879475305,0.0053252335879475305
起火物_空调插座,0.0053252335879475305,0.0053252335879475305
引火源_冷却管路,0.0053252335879475305,0.0053252335879475305
起火物_电子板,0.0053252335879475305,0.0053252335879475305
起火物_木床,0.0053252335879475305,0.0053252335879475305
引火源_电脑主机电源,0.0053252335879475305,0.0053252335879475305
起火物_树叶杂草,0.0053252335879475305,0.0053252335879475305
起火物_烧纸,0.0053252335879475305,0.0053252335879475305
引火源_电源开关,0.0053252335879475305,0.0053252335879475305
引火源_祭祖烧纸,0.0053252335879475305,0.0053252335879475305
引火源_吹风筒过热,0.0053252335879475305,0.0053252335879475305
起火物_电热锅,0.0053252335879475305,0.0053252335879475305
起火物_雨伞,0.0053252335879475305,0.0053252335879475305
起火物_电源开关,0.0053252335879475305,0.0053252335879475305
起火物_户外广告牌,0.0053252335879475305,0.0053252335879475305
引火源_电源线路,0.0053252335879475305,0.0053252335879475305
引火源_后排座椅,0.00532523358794753,0.00532523358794753
起火物_手脚架杂物,0.00532523358794753,0.00532523358794753
起火物_后排座椅,0.00532523358794753,0.00532523358794753
引火源_电池内部短路,0.00532523358794753,0.00532523358794753
起火物_货车发动机排气管,0.00532523358794753,0.00532523358794753
起火物_新能源厢式货车,0.00532523358794753,0.00532523358794753
起火位置_公园,0.005299760494944242,0.005299760494944242
起火物类型_道路交通,0.005275826369404467,0.005275826369404467
起火物类型_交通运输工具,0.0052414095516423375,0.0052414095516423375
引火源_电器设备,0.0052300004176692024,0.0052300004176692024
起火物_塑胶,0.0052300004176692024,0.0052300004176692024
起火物类型_衣着用纺织品,0.00520864237816085,0.00520864237816085
起火位置_露天区域,0.0051824669020355835,0.0051824669020355835
引火源_蓄电池,0.005181598530593313,0.005181598530593313
